Goal,Shot,Blocked Shot,Faceoff,Takeaway,Giveaway,Hit,Missed Shot,Penalty,won
0,0,1,3,0,0,0,1,0,no
0,1,0,0,0,0,1,0,0,no
0,0,1,1,0,0,2,0,0,yes
0,0,0,0,0,0,1,0,1,no
0,1,1,3,0,0,0,0,0,yes
0,0,0,5,0,0,2,0,0,no
1,1,1,2,0,0,0,0,0,no
0,1,0,2,0,1,1,0,0,no
0,1,0,2,0,1,1,0,0,yes
0,2,0,1,0,0,1,0,0,yes
0,0,1,2,0,1,0,0,0,no
0,0,0,0,0,1,0,0,0,yes
0,5,0,4,0,0,0,0,0,no
0,0,0,1,0,0,0,0,0,no
0,1,0,1,0,0,1,0,0,yes
0,1,0,1,0,0,0,0,1,yes
0,4,0,3,0,0,1,1,1,no
0,1,0,2,0,1,3,0,0,no
0,2,0,0,2,0,0,0,0,yes
0,1,0,2,1,0,0,0,0,no
0,0,0,1,0,0,0,0,0,yes
0,1,2,1,0,0,2,0,0,yes
0,0,0,1,0,0,1,0,0,no
0,0,0,2,1,0,2,1,0,no
0,0,1,1,0,0,3,0,0,yes
0,0,0,0,0,0,1,0,0,no
0,1,0,3,0,0,1,0,0,yes
1,1,0,2,0,0,0,0,0,yes
0,0,1,1,0,0,1,0,1,no
0,0,1,3,0,0,0,0,0,no
0,1,1,2,0,0,1,0,0,yes
0,1,0,0,0,0,2,0,0,yes
0,0,0,2,0,0,1,0,0,no
0,0,0,1,0,1,1,0,0,no
0,1,0,0,1,1,2,1,0,yes
0,0,0,1,0,0,4,0,0,no
0,0,0,1,0,0,2,0,0,yes
0,1,2,2,1,0,0,0,0,no
0,0,0,2,0,0,1,0,0,yes
0,1,0,0,0,0,0,2,0,yes
0,0,0,1,0,0,0,0,0,no
0,1,0,0,0,1,1,0,0,yes
0,6,0,2,0,0,0,0,0,no
0,1,0,1,0,0,0,0,0,yes
0,0,0,0,0,1,1,0,0,no
0,2,0,1,0,0,0,0,0,no
0,2,0,1,0,0,0,0,0,no
0,1,0,2,0,1,1,0,0,yes
0,1,0,0,0,0,1,0,0,no
0,0,1,2,0,0,0,0,1,no
0,0,0,0,0,0,0,0,0,no
0,1,0,1,0,0,3,1,0,no
0,0,2,1,0,0,1,0,0,yes
0,3,0,1,0,2,0,0,0,yes
0,0,0,1,0,0,1,0,1,no
0,0,0,0,2,1,0,1,0,no
0,1,1,3,0,1,2,0,0,no
0,0,0,1,0,1,0,0,0,no
0,0,1,0,0,0,1,1,0,yes
0,0,0,1,0,1,0,1,0,yes
0,3,0,1,0,0,1,4,0,no
0,1,0,0,0,0,2,0,0,yes
1,1,0,3,1,0,1,0,0,no
0,2,2,4,0,0,0,0,0,yes
0,2,1,0,0,1,2,0,0,no
1,2,0,1,0,1,0,0,0,yes
0,0,1,1,0,0,3,1,0,no
0,1,0,1,0,0,2,0,0,no
0,0,1,1,0,1,1,1,0,yes
0,1,1,1,0,0,0,0,0,no
0,0,0,1,0,1,0,0,0,no
0,1,0,0,0,0,1,1,0,no
0,0,0,3,0,0,1,0,0,no
0,1,1,1,0,1,1,0,0,no
0,1,0,1,0,1,1,0,0,yes
0,0,0,0,0,0,0,1,0,no
0,0,1,2,1,3,1,0,0,yes
0,3,0,2,0,0,0,0,0,no
0,0,3,0,0,0,0,1,1,yes
0,1,0,1,0,0,0,0,0,no
0,0,1,1,0,2,4,0,0,yes
0,0,1,1,0,1,2,1,0,no
0,0,1,1,1,0,0,1,0,yes
0,3,0,3,0,0,2,0,0,yes
0,0,1,2,0,0,1,0,1,no
0,0,1,0,0,0,1,1,0,no
0,0,0,2,0,0,0,0,0,yes
0,1,1,2,1,1,3,0,0,no
0,0,0,0,0,0,1,0,0,yes
0,0,0,1,0,0,1,0,0,no
0,0,0,1,0,0,2,0,0,yes
0,0,0,2,0,0,1,0,0,no
0,2,0,2,0,0,3,0,0,yes
0,1,0,1,1,0,1,1,0,no
0,0,1,1,0,1,1,0,0,yes
0,1,0,1,0,0,2,1,0,yes
0,0,0,0,0,1,3,0,0,no
0,0,0,2,0,0,1,0,0,no
0,2,0,1,2,0,0,0,0,yes
0,2,1,0,0,0,1,1,0,no
0,1,0,3,0,0,2,0,0,no
0,0,0,2,0,0,2,0,0,no
0,1,0,0,1,0,2,0,0,yes
0,0,0,3,0,0,0,2,0,no
0,2,0,1,0,1,1,0,1,yes
0,2,0,1,0,0,1,1,0,yes
0,1,0,1,0,0,1,0,0,no
0,1,2,1,0,0,0,0,0,yes
0,4,0,3,0,0,3,0,0,no
0,0,0,0,1,0,0,0,0,yes
0,1,0,1,0,0,1,2,0,no
0,3,0,3,0,0,0,0,0,yes
0,0,0,2,0,0,0,0,0,no
0,0,3,0,0,0,1,0,0,no
0,0,1,1,0,1,1,0,0,yes
0,0,0,1,0,1,0,1,0,yes
0,0,0,1,0,0,0,1,0,no
0,0,2,0,0,0,0,1,0,no
1,1,1,3,0,0,1,0,0,yes
0,1,0,2,1,0,0,1,0,no
0,1,0,2,0,0,1,0,0,yes
0,1,0,1,0,0,2,0,0,no
0,3,0,1,0,0,1,0,0,yes
0,2,0,1,0,0,1,0,0,no
0,0,0,0,0,0,1,0,0,yes
0,1,2,0,0,0,0,0,1,yes
0,2,0,4,0,0,0,0,0,no
0,1,1,0,0,0,1,0,0,no
0,0,0,2,0,0,1,1,0,yes
0,2,0,1,0,0,1,1,0,yes
0,1,1,3,2,2,1,0,0,no
0,2,0,0,0,0,0,0,0,no
0,0,0,1,0,1,0,0,0,no
0,0,2,2,0,1,0,0,0,no
0,4,0,4,1,0,1,0,0,yes
1,0,0,3,0,0,0,0,0,no
0,1,0,3,0,0,1,0,1,yes
0,0,0,0,0,0,0,2,0,yes
0,0,0,8,0,0,2,0,0,no
0,1,0,2,0,0,0,1,0,yes
0,0,0,2,0,1,0,0,1,no
0,0,0,1,1,0,1,0,0,no
0,1,0,3,0,0,1,2,0,yes
0,1,0,1,1,0,0,0,0,no
0,1,0,2,0,0,1,0,0,yes
0,0,0,0,0,0,1,0,0,yes
0,1,0,2,1,0,0,0,0,no
0,3,0,1,1,0,0,1,0,no
0,3,0,1,0,0,1,0,0,no
0,0,0,0,0,0,0,0,0,no
0,1,0,1,0,0,0,2,0,no
0,3,0,2,0,0,2,0,0,no
0,0,0,1,0,1,1,0,0,yes
0,1,1,0,0,0,1,1,1,no
0,1,0,2,0,0,1,0,0,yes
0,2,0,3,0,0,0,0,0,yes
0,0,0,0,0,1,1,0,0,no
0,2,0,1,0,0,1,0,0,yes
0,2,0,0,0,0,1,0,0,no
0,0,0,1,0,1,2,0,0,no
0,0,0,0,0,0,0,1,0,yes
0,0,0,2,1,0,0,1,0,no
0,2,0,1,1,0,2,1,1,yes
0,2,0,1,0,0,0,3,0,no
0,0,0,1,0,0,3,0,0,no
0,2,0,1,1,1,2,0,0,no
0,2,0,0,0,0,0,0,0,yes
0,0,0,1,0,2,1,1,0,yes
0,0,1,1,0,0,1,0,0,no
0,1,0,1,0,0,2,0,0,no
0,0,0,0,0,1,1,0,0,yes
0,1,0,3,0,2,1,1,1,no
0,1,1,0,0,0,1,1,1,yes
0,0,1,0,0,0,1,0,0,no
0,2,0,1,0,1,0,0,0,yes
0,0,1,1,1,0,2,2,0,no
0,0,0,1,0,2,0,1,0,yes
0,0,0,1,1,0,1,0,0,no
0,0,0,0,0,0,2,0,0,yes
0,1,0,1,0,1,0,1,0,no
0,0,0,2,1,0,1,0,1,yes
0,0,1,2,0,1,0,1,0,yes
0,1,0,1,0,0,0,1,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0,0,1,0,0,0,0,no
0,2,0,2,0,0,0,0,0,yes
0,0,0,1,0,1,0,0,1,no
0,0,1,0,0,1,0,1,0,no
0,1,0,0,0,0,0,2,0,yes
0,3,0,1,0,0,0,0,0,no
0,0,0,0,1,0,2,3,0,yes
0,0,0,1,0,0,1,1,0,no
0,1,0,1,0,1,1,1,0,yes
0,0,0,0,0,0,1,0,0,no
0,1,0,3,0,0,2,0,0,yes
0,0,0,3,0,0,0,1,0,yes
0,0,0,0,0,0,2,1,1,no
0,2,0,1,0,0,1,0,0,yes
0,1,1,2,0,0,1,0,0,no
1,0,1,3,0,3,2,0,0,yes
0,4,0,4,0,0,0,1,0,no
0,1,1,1,0,0,1,1,0,no
0,0,0,0,1,1,0,0,0,yes
0,0,0,0,0,0,1,1,0,yes
0,0,0,0,1,0,1,0,0,no
2,3,0,1,0,1,1,0,0,yes
0,0,0,4,0,1,2,0,0,no
1,0,0,2,0,0,0,0,0,yes
0,0,0,2,0,1,1,1,0,no
0,0,0,0,0,1,4,0,0,no
0,0,0,0,0,0,1,1,0,yes
0,2,0,1,0,0,1,0,1,no
1,2,1,4,0,0,2,1,0,no
0,0,2,1,0,0,0,0,1,yes
0,3,0,3,0,0,0,2,0,no
0,2,0,0,1,0,2,1,0,no
0,0,1,1,0,2,0,1,0,yes
0,1,0,1,0,0,1,1,0,no
1,1,3,2,0,1,1,1,0,yes
0,0,0,2,0,0,0,1,0,no
0,3,2,1,0,0,0,0,0,yes
0,0,0,2,0,0,1,1,0,yes
0,0,1,2,0,1,1,0,0,no
0,0,1,1,1,0,0,0,0,no
0,0,0,0,0,0,1,0,0,yes
0,3,0,0,0,0,1,2,0,yes
0,0,0,1,0,0,0,0,0,no
0,2,1,1,0,0,1,1,1,no
0,0,0,2,0,0,1,0,0,yes
0,0,1,2,0,0,0,0,0,no
1,0,0,1,0,2,1,0,0,yes
0,0,0,1,0,0,0,0,0,no
0,0,1,0,1,0,2,0,0,no
0,1,0,1,0,0,1,1,0,yes
0,1,0,0,0,1,5,0,0,no
0,0,1,1,0,0,0,0,0,no
0,1,0,1,0,0,2,0,0,yes
0,2,0,0,0,0,1,3,0,yes
0,0,0,2,0,2,4,0,0,no
0,2,0,0,1,0,0,1,0,yes
0,0,1,0,0,0,2,0,0,no
0,3,0,2,0,1,1,0,0,no
0,1,0,1,0,0,1,1,0,no
0,1,1,0,0,0,0,0,1,no
0,0,0,2,0,0,1,0,0,yes
0,0,1,1,0,1,2,0,0,no
0,1,0,1,0,1,1,1,0,yes
0,1,1,1,0,0,1,0,0,no
0,2,0,1,1,0,1,1,0,yes
0,0,0,0,0,0,5,0,0,no
0,0,1,2,1,0,1,0,0,yes
0,1,0,2,0,0,3,0,0,no
0,1,0,0,1,0,0,2,0,yes
1,0,0,2,0,0,2,0,0,yes
0,0,1,1,1,0,0,1,0,no
0,0,0,2,0,0,0,0,0,no
1,1,0,2,0,0,2,2,0,yes
0,0,1,4,0,0,0,0,1,yes
0,2,0,3,0,0,2,0,1,no
0,3,0,0,1,0,0,0,0,yes
0,0,0,2,1,0,1,0,0,no
0,0,1,2,0,0,1,1,0,no
0,1,0,0,0,0,0,0,0,yes
0,1,0,3,0,0,0,0,0,no
1,2,1,1,1,0,2,0,0,yes
0,0,0,2,0,1,0,1,0,yes
1,2,0,2,0,0,1,0,0,no
0,0,0,1,0,0,2,0,0,no
0,3,1,3,0,0,2,0,0,yes
0,0,1,0,0,0,2,0,0,no
0,2,0,1,0,1,3,0,0,yes
1,1,1,2,0,0,0,0,1,no
0,0,0,1,2,1,0,0,0,yes
0,4,0,2,0,0,1,0,0,yes
0,0,1,0,0,0,0,0,0,no
0,1,0,0,0,1,2,0,0,yes
0,0,0,1,0,0,3,2,0,no
0,0,1,2,0,0,2,0,0,no
0,2,0,2,0,0,0,0,0,yes
0,1,1,0,0,0,0,0,0,no
0,1,0,3,0,0,0,0,0,yes
0,0,1,1,0,0,0,0,0,yes
0,0,0,2,0,0,0,1,0,no
0,0,0,1,0,1,1,0,0,yes
0,1,0,1,0,0,2,1,0,no
0,2,0,0,0,0,2,1,0,no
0,0,1,0,0,1,2,0,0,yes
0,1,0,2,0,1,0,1,0,no
0,1,1,2,0,0,2,0,0,yes
0,0,0,2,1,0,0,0,0,no
1,1,0,1,1,0,0,0,0,yes
0,2,1,1,0,1,2,0,0,no
0,0,2,1,0,0,1,0,0,no
0,1,0,1,1,0,1,0,0,no
0,0,1,1,1,0,0,0,1,yes
0,0,0,1,1,0,1,0,0,yes
0,0,0,1,1,1,3,1,0,no
0,0,1,2,0,1,0,0,0,no
0,2,0,1,0,1,0,0,0,yes
0,1,1,0,1,0,0,1,0,yes
0,0,1,3,0,0,2,1,0,no
0,0,1,1,0,1,1,0,0,yes
0,1,1,2,0,0,3,0,0,no
0,0,1,1,1,1,1,0,0,no
0,1,0,1,0,1,0,3,0,yes
0,2,0,1,0,0,1,0,0,no
1,0,0,2,1,0,1,0,0,yes
0,2,1,5,0,1,1,1,0,no
1,0,0,1,0,0,0,1,0,yes
1,3,0,1,0,0,2,0,0,no
0,1,1,2,0,0,1,0,0,no
0,1,0,1,0,0,0,1,0,yes
0,0,0,1,0,0,0,0,0,no
0,2,0,1,1,0,2,0,0,yes
0,0,0,0,1,1,1,0,0,no
0,2,0,0,2,0,0,0,0,yes
0,0,0,2,0,0,0,1,0,no
0,0,0,2,2,2,1,0,0,no
0,1,1,2,0,2,1,0,0,yes
0,1,0,2,0,0,1,0,0,no
0,2,2,1,0,0,1,0,0,yes
0,1,1,1,0,0,1,0,0,yes
0,0,1,2,0,0,0,0,0,no
1,0,0,3,0,0,2,0,0,no
0,4,0,2,0,1,1,0,0,yes
1,0,0,1,0,1,2,0,0,no
0,0,1,1,0,0,0,0,0,no
0,1,0,2,1,0,1,0,1,yes
0,0,1,1,0,2,1,0,0,no
0,0,1,1,0,1,1,0,0,no
0,2,0,3,0,0,1,0,0,yes
0,0,0,1,0,1,0,0,0,yes
0,1,0,0,1,0,2,0,0,no
0,1,0,2,0,1,3,0,2,yes
0,1,0,4,0,1,0,0,2,no
0,0,0,2,0,0,1,0,0,no
0,0,0,1,2,0,0,0,0,yes
0,4,2,4,0,0,4,0,0,no
0,4,0,0,0,2,2,0,0,yes
0,0,1,2,1,1,0,0,0,no
0,2,0,2,1,0,1,0,0,yes
0,1,0,2,0,0,1,1,0,no
0,1,1,0,0,1,0,0,1,yes
0,0,0,1,0,0,1,0,1,yes
0,0,0,1,0,0,2,1,0,no
0,0,0,0,0,0,3,0,0,yes
1,0,0,4,1,1,0,0,0,no
0,0,0,0,0,0,1,0,0,no
0,0,0,1,0,1,0,1,0,yes
0,1,1,0,0,0,0,0,0,no
0,2,0,2,0,0,1,0,0,yes
0,1,1,1,0,1,1,0,0,yes
0,0,0,1,0,1,1,1,0,no
0,0,0,2,1,0,0,0,1,no
0,2,0,0,0,0,0,0,0,yes
0,0,0,2,0,0,1,0,0,no
0,0,1,0,0,0,1,0,0,yes
1,1,0,2,0,0,1,0,0,no
0,2,1,0,1,2,1,0,0,no
0,0,1,1,0,1,2,0,0,yes
0,0,0,0,1,0,0,0,0,no
0,1,0,1,0,1,2,1,0,yes
1,0,0,2,0,0,1,0,0,no
0,1,0,1,0,0,0,0,0,yes
0,1,0,0,0,0,0,0,0,no
0,0,0,0,0,1,0,1,0,no
0,0,0,2,0,0,1,1,0,no
0,1,0,3,0,0,0,2,0,no
0,0,0,0,0,1,3,0,0,no
0,0,0,0,0,0,1,0,0,no
0,3,0,1,1,0,3,1,0,yes
0,1,0,0,0,0,2,1,0,yes
0,0,0,1,1,2,0,0,0,no
0,2,0,0,0,0,1,0,0,no
0,1,0,1,0,0,1,0,0,yes
0,1,0,3,0,0,2,1,0,yes
0,0,1,0,0,2,1,0,0,no
0,1,0,1,0,2,1,0,0,no
0,1,1,1,0,0,0,0,0,yes
0,1,2,2,0,0,0,0,1,yes
0,2,0,2,0,0,0,1,0,no
0,1,1,2,0,0,0,0,2,no
0,1,0,2,1,1,0,0,1,yes
0,1,0,1,0,0,0,0,0,yes
0,1,2,2,0,1,0,0,0,no
0,4,0,2,0,0,0,1,0,no
0,1,2,1,0,0,0,0,0,yes
0,2,0,0,0,0,1,1,0,yes
0,0,0,1,0,1,0,0,0,no
0,0,0,1,0,0,1,0,0,no
0,1,0,1,0,0,1,0,0,yes
0,0,0,1,0,0,0,0,1,yes
0,1,0,1,0,1,1,0,0,no
0,0,0,1,0,1,6,0,0,yes
0,0,0,0,0,0,0,0,0,no
0,2,0,3,1,0,1,0,0,no
0,1,0,2,0,0,1,0,0,yes
0,0,0,1,0,0,1,0,0,no
0,0,0,0,0,0,2,2,0,yes
0,0,0,2,0,0,3,0,0,yes
0,0,0,1,0,0,1,1,0,no
0,1,0,0,0,0,1,0,0,no
0,2,0,3,1,0,1,0,0,yes
0,0,0,2,0,0,0,0,0,yes
0,0,1,1,0,1,0,0,0,no
0,0,0,1,0,0,1,0,0,yes
0,1,1,0,0,0,0,1,0,no
0,0,1,0,0,1,1,0,0,yes
0,2,0,1,0,1,0,2,0,no
0,0,0,0,0,1,1,0,0,no
0,2,0,2,0,0,1,1,0,yes
0,0,1,1,0,0,0,0,0,no
0,1,0,0,1,1,1,1,0,no
0,0,0,2,0,0,0,0,0,yes
1,1,0,1,2,0,2,2,0,no
0,0,0,0,0,0,1,0,0,yes
0,2,1,3,0,1,0,0,0,no
0,0,0,1,1,2,2,0,0,yes
0,1,0,2,2,0,0,1,0,no
0,1,0,0,0,0,1,2,0,no
0,0,1,2,0,0,0,0,1,yes
0,0,2,2,1,0,1,0,1,no
0,0,0,2,1,0,0,1,0,yes
0,0,3,3,1,0,1,1,0,yes
0,2,0,2,2,0,1,0,0,no
0,0,0,1,0,0,0,2,0,yes
0,1,2,0,0,0,0,3,0,no
0,0,0,1,0,0,0,0,0,yes
0,2,0,2,0,0,1,3,0,no
0,0,1,0,1,1,1,1,0,yes
0,3,0,1,0,0,0,1,0,no
0,0,0,2,0,0,1,0,0,yes
0,1,0,1,1,0,1,1,0,no
0,0,1,2,0,0,2,0,1,yes
0,0,1,2,1,0,0,0,0,no
0,0,0,1,0,2,0,0,0,no
0,1,0,2,0,0,1,0,0,no
0,2,0,0,0,0,1,0,0,no
0,1,1,1,0,0,1,0,0,yes
1,2,0,4,0,0,0,2,0,no
0,0,2,0,0,1,2,0,0,yes
0,0,1,0,0,0,0,0,0,yes
0,1,1,1,0,0,0,0,0,no
0,1,3,1,0,1,0,0,0,yes
0,3,0,3,1,0,1,0,0,no
1,2,0,1,0,0,1,0,0,no
0,2,1,2,1,0,0,1,0,yes
0,1,0,1,0,0,0,0,0,yes
0,1,0,1,0,0,1,0,0,no
0,0,0,2,0,0,1,1,1,yes
0,2,0,1,1,0,1,0,0,no
0,1,0,1,0,0,0,1,0,no
0,1,0,2,0,0,2,1,0,no
0,1,0,1,0,0,0,1,1,yes
0,1,0,2,0,0,0,0,1,no
0,1,0,2,1,0,1,1,1,no
0,0,0,4,0,0,1,0,0,yes
0,0,0,1,0,0,1,0,0,yes
0,1,0,1,0,0,0,1,0,no
0,0,0,0,0,0,1,1,0,no
0,0,0,1,1,1,1,1,0,yes
1,0,0,2,1,1,0,0,0,yes
0,0,1,1,0,0,0,0,0,no
0,2,0,0,0,0,0,0,0,no
0,0,3,1,2,3,0,0,0,yes
0,0,1,1,1,0,0,0,0,yes
0,0,0,1,1,1,2,0,0,no
0,1,1,6,0,2,1,0,0,no
1,1,1,0,1,0,1,2,0,no
0,3,0,0,0,0,0,0,0,no
0,0,1,2,2,0,2,0,0,yes
0,1,0,1,0,0,0,0,0,no
0,0,0,2,1,1,2,1,0,yes
0,1,0,1,0,0,0,0,0,no
0,3,0,3,0,0,1,0,1,yes
0,0,2,0,0,0,4,0,0,no
0,1,0,1,0,0,2,0,0,yes
0,0,0,2,0,1,0,1,0,yes
0,2,2,2,0,0,1,0,0,no
0,0,1,0,0,0,1,0,0,no
0,0,0,1,2,0,0,0,0,no
0,1,0,0,0,1,2,0,0,yes
0,0,0,2,1,0,0,2,0,no
0,0,0,1,0,0,0,0,0,no
0,0,0,0,0,0,2,2,0,yes
0,0,0,1,0,0,0,1,0,yes
0,2,0,0,0,0,1,1,0,no
0,0,3,0,1,1,0,1,0,yes
0,0,0,1,1,1,0,0,0,no
0,1,0,1,0,0,0,0,0,yes
0,1,0,3,0,0,1,1,0,no
0,2,1,0,0,2,2,0,0,yes
0,0,0,1,0,0,0,0,0,no
0,1,0,0,0,0,1,0,0,yes
0,1,0,1,0,0,0,0,0,no
0,1,0,0,0,0,1,2,0,yes
0,2,0,2,0,0,1,2,0,no
0,4,0,1,2,0,0,0,0,no
0,0,0,1,0,1,2,1,0,yes
0,2,0,1,0,0,1,0,0,yes
0,2,1,1,0,1,0,0,0,no
0,2,2,0,0,0,0,0,0,yes
0,0,0,1,0,1,0,0,0,no
0,0,0,2,1,0,0,0,0,yes
0,0,2,1,0,1,3,1,0,no
0,0,1,2,0,0,2,0,1,no
0,0,0,1,0,0,0,2,0,yes
0,2,0,2,0,0,1,0,0,no
0,1,0,0,1,0,0,0,0,no
0,0,0,1,0,1,0,0,0,no
0,2,0,1,1,1,3,1,0,yes
0,0,1,0,0,1,1,1,0,yes
0,0,1,1,0,0,1,0,0,no
0,2,0,2,0,0,1,1,0,yes
0,2,2,1,0,1,0,1,0,no
0,3,0,1,0,0,0,1,0,no
1,1,0,3,0,0,1,0,0,yes
0,1,0,0,1,0,0,0,1,yes
0,0,0,2,0,0,4,0,0,no
0,1,0,1,0,0,0,1,0,no
0,1,0,3,0,1,1,1,0,yes
1,1,0,1,0,1,1,0,0,no
0,0,1,1,0,0,0,0,0,yes
0,2,1,1,0,0,1,0,0,yes
0,0,0,1,1,1,1,0,0,no
0,1,0,1,0,0,0,0,0,yes
0,2,1,0,0,0,0,0,0,no
0,2,0,2,0,0,1,0,0,no
0,2,0,1,0,0,0,1,0,yes
0,0,0,0,0,1,1,0,0,yes
0,0,0,1,0,0,1,0,0,no
0,1,1,1,0,1,0,0,0,yes
0,1,0,2,0,1,0,0,0,no
0,0,2,1,1,0,0,0,0,yes
0,0,0,2,0,0,0,0,0,no
0,0,0,1,0,1,0,0,0,no
0,1,0,2,0,0,3,0,0,yes
0,0,0,0,0,0,0,0,0,yes
0,2,0,6,0,0,2,0,0,no
0,0,0,3,0,0,0,2,1,yes
0,0,0,0,1,1,0,0,0,no
1,0,0,3,0,0,4,0,0,yes
0,1,1,2,0,0,0,1,0,no
0,0,0,2,0,0,0,0,0,no
0,2,1,1,1,1,0,0,0,no
0,0,2,1,0,1,1,0,0,yes
0,1,0,2,0,0,0,0,0,no
0,1,0,3,0,0,1,0,0,no
1,1,1,1,0,0,0,1,0,no
0,1,1,3,0,0,2,0,0,yes
1,1,2,0,0,1,2,0,0,no
0,2,0,1,0,1,1,1,0,no
0,2,0,2,0,0,1,1,0,yes
0,0,0,1,0,0,0,0,0,yes
0,1,1,1,0,0,0,0,0,no
0,1,0,0,1,0,1,0,0,no
0,1,1,2,1,0,1,0,0,yes
0,1,0,0,0,0,4,0,0,no
0,1,0,2,0,0,2,1,0,no
1,1,0,2,0,1,1,0,0,no
0,0,0,1,0,1,1,0,0,yes
0,2,0,1,0,1,1,1,0,no
0,2,0,2,0,1,1,0,0,yes
0,0,0,0,0,0,1,0,0,no
0,0,0,3,0,0,0,1,0,yes
0,0,1,2,1,0,1,0,0,no
0,0,0,2,0,0,0,0,0,yes
0,0,0,0,0,1,0,0,0,yes
0,0,0,2,0,0,1,2,0,no
0,2,0,2,0,0,0,1,0,no
0,0,1,1,0,0,1,0,0,yes
0,0,1,3,1,0,1,1,0,no
0,0,0,0,0,0,1,1,0,yes
0,2,0,1,0,2,1,0,0,no
0,0,1,1,0,1,0,0,0,yes
0,2,0,3,0,0,0,1,0,yes
0,2,0,1,0,0,0,2,1,no
0,0,0,1,0,0,2,1,0,yes
0,1,0,2,0,0,2,0,1,no
0,0,0,0,1,0,2,0,0,yes
0,1,1,2,0,0,1,0,0,no
0,0,1,1,0,0,2,0,0,no
0,2,1,1,0,0,2,1,0,yes
0,0,0,2,0,1,0,0,0,no
0,0,1,0,0,0,0,0,0,yes
1,0,2,3,0,0,0,0,1,yes
0,0,0,2,0,0,1,0,0,no
0,0,1,4,0,0,1,0,0,no
0,2,0,0,0,0,1,0,0,yes
0,2,0,1,0,0,0,0,0,yes
0,0,0,2,0,2,1,0,0,no
0,1,0,1,0,0,2,0,0,yes
0,1,0,3,0,0,1,0,0,no
0,0,0,2,0,0,1,0,0,no
0,0,0,0,0,0,0,0,0,yes
0,0,1,2,0,0,0,1,0,no
0,1,0,1,0,2,0,0,0,no
0,1,1,3,0,0,1,1,0,yes
0,2,0,1,0,1,1,0,0,no
0,1,0,2,1,0,0,0,0,no
0,1,1,0,1,1,1,0,0,yes
0,3,0,1,0,1,0,1,0,yes
0,0,1,2,0,0,1,0,0,no
0,1,0,0,0,0,3,1,0,no
0,1,0,4,0,0,2,1,0,yes
0,2,0,1,0,1,0,0,0,yes
0,1,0,1,0,1,2,0,0,no
0,0,0,1,1,0,0,0,0,no
0,0,1,1,0,0,3,0,0,yes
0,1,0,0,0,0,0,0,0,yes
0,0,0,2,0,0,3,2,0,no
0,4,1,1,0,0,2,0,0,yes
0,0,1,1,0,0,2,1,0,no
0,1,0,0,0,0,1,0,0,yes
1,0,0,4,1,0,0,0,0,no
0,1,0,3,0,0,1,0,1,yes
